pair_ID	relatedness_score	entailment_judgment
1633	3.9239620000000004	NEUTRAL
1634	3.3311599999999997	CONTRADICTION
1636	3.261726	NEUTRAL
1637	4.072476999999999	NEUTRAL
1638	1.787944	NEUTRAL
1642	3.497558	NEUTRAL
1644	3.4269629999999998	CONTRADICTION
1645	4.83626	ENTAILMENT
1654	3.665085	CONTRADICTION
1656	5.044694	ENTAILMENT
1658	4.971194000000001	ENTAILMENT
1662	3.8339489999999996	NEUTRAL
1664	4.458757	ENTAILMENT
1665	3.885221	NEUTRAL
1666	3.7337540000000002	NEUTRAL
1667	5.002796	ENTAILMENT
1672	1.1448479999999999	NEUTRAL
1674	1.08725	NEUTRAL
1678	3.6629129999999996	CONTRADICTION
1679	3.844835	CONTRADICTION
1681	3.7842620000000005	CONTRADICTION
1683	4.949321	ENTAILMENT
1684	3.696043	CONTRADICTION
1685	3.729337	ENTAILMENT
1686	4.5515870000000005	ENTAILMENT
1688	3.862821	NEUTRAL
1689	4.776609	ENTAILMENT
1692	4.421749	NEUTRAL
1693	3.8736040000000003	ENTAILMENT
1695	4.2149529999999995	NEUTRAL
1696	4.890035	ENTAILMENT
1698	4.936099	ENTAILMENT
1699	4.175879	ENTAILMENT
1701	3.306948	NEUTRAL
1704	4.5499540000000005	NEUTRAL
1709	1.328338	NEUTRAL
1710	1.371979	NEUTRAL
1713	3.624967	CONTRADICTION
1717	5.037068	ENTAILMENT
1718	3.6910489999999996	CONTRADICTION
1720	3.727622	CONTRADICTION
1722	4.998964	ENTAILMENT
1725	4.994905	ENTAILMENT
1726	3.704008	CONTRADICTION
1727	4.064329	NEUTRAL
1728	2.194083	NEUTRAL
1730	2.087455	NEUTRAL
1731	2.669019	NEUTRAL
1732	1.299072	NEUTRAL
1734	4.598394	ENTAILMENT
1735	3.5168120000000003	CONTRADICTION
1737	3.732703	CONTRADICTION
1738	1.14524	NEUTRAL
1739	0.942918	NEUTRAL
1740	1.227342	NEUTRAL
1742	1.247607	NEUTRAL
1743	4.999391999999999	ENTAILMENT
1744	3.749922	CONTRADICTION
1745	4.571208	ENTAILMENT
1746	4.430801	ENTAILMENT
1748	4.287885	ENTAILMENT
1749	3.827054	NEUTRAL
1750	4.205082	ENTAILMENT
1752	3.9233019999999996	NEUTRAL
1758	3.737231	CONTRADICTION
1760	3.55657	NEUTRAL
1761	4.5623569999999996	NEUTRAL
1762	3.13437	CONTRADICTION
1763	3.6891830000000003	NEUTRAL
1764	4.858828	ENTAILMENT
1767	4.505827	ENTAILMENT
1768	4.995531	ENTAILMENT
1769	3.6222449999999995	CONTRADICTION
1770	4.288257	ENTAILMENT
1774	3.809054	NEUTRAL
1775	3.256357	NEUTRAL
1778	4.863665	ENTAILMENT
1779	4.22922	ENTAILMENT
1785	3.999482	NEUTRAL
1786	4.433687	NEUTRAL
1788	4.432142	NEUTRAL
1790	3.853675	CONTRADICTION
1793	3.643061	CONTRADICTION
1794	4.249943	CONTRADICTION
1795	4.3408169999999995	ENTAILMENT
1796	3.5327029999999997	CONTRADICTION
1797	3.2835019999999995	NEUTRAL
1799	3.354668	NEUTRAL
1800	3.198113	NEUTRAL
1801	4.571688	ENTAILMENT
1802	5.010949	ENTAILMENT
1803	3.621122	CONTRADICTION
1804	4.625557	NEUTRAL
1805	3.760525	CONTRADICTION
1806	3.660713	CONTRADICTION
1810	2.7222869999999997	NEUTRAL
1813	4.9344589999999995	ENTAILMENT
1816	4.937814	ENTAILMENT
1817	3.688162	CONTRADICTION
1819	3.9331699999999996	NEUTRAL
1821	3.4600910000000002	NEUTRAL
1824	3.589267	NEUTRAL
1826	4.924535	ENTAILMENT
1827	4.326023999999999	ENTAILMENT
1828	4.096692	NEUTRAL
1831	4.992902	ENTAILMENT
1833	2.325551	NEUTRAL
1834	2.7520580000000003	NEUTRAL
1835	2.5769189999999997	NEUTRAL
1836	2.211541	NEUTRAL
1837	1.9295509999999998	NEUTRAL
1838	2.7243150000000003	NEUTRAL
1843	3.7327980000000003	CONTRADICTION
1845	1.058617	NEUTRAL
1848	1.1067850000000001	NEUTRAL
1850	4.935561	ENTAILMENT
1855	3.8197769999999998	NEUTRAL
1856	4.093145	NEUTRAL
1857	3.552513	NEUTRAL
1858	4.554949	NEUTRAL
1859	4.9322230000000005	ENTAILMENT
1860	3.8774269999999995	CONTRADICTION
1862	4.983418	ENTAILMENT
1863	3.653561	CONTRADICTION
1864	4.143326	ENTAILMENT
1865	4.6815690000000005	ENTAILMENT
1867	3.7571470000000002	NEUTRAL
1868	4.713529	ENTAILMENT
1870	4.296525	ENTAILMENT
1871	4.615121	ENTAILMENT
1872	4.725746	ENTAILMENT
1875	4.991912999999999	ENTAILMENT
1880	4.217323	ENTAILMENT
1883	3.631832	NEUTRAL
1885	4.954374	ENTAILMENT
1889	3.3536980000000005	NEUTRAL
1890	3.9426160000000006	ENTAILMENT
1891	4.476926000000001	NEUTRAL
1893	3.713904	NEUTRAL
1895	3.5768379999999995	NEUTRAL
1896	4.283469	NEUTRAL
1899	3.568857	NEUTRAL
1901	3.7992660000000003	CONTRADICTION
1902	4.270985	NEUTRAL
1903	1.024831	NEUTRAL
1905	0.890116	NEUTRAL
1906	1.068737	NEUTRAL
1911	4.044944	ENTAILMENT
1913	3.594965	CONTRADICTION
1914	4.055235	NEUTRAL
1915	1.045779	NEUTRAL
1916	1.197431	NEUTRAL
1917	1.500635	NEUTRAL
1920	1.1996360000000001	NEUTRAL
1922	4.950771	ENTAILMENT
1923	3.503999	NEUTRAL
1924	4.2107339999999995	NEUTRAL
1925	5.003289	ENTAILMENT
1926	3.6606910000000004	CONTRADICTION
1928	0.94606	NEUTRAL
1929	0.822558	NEUTRAL
1930	0.875966	NEUTRAL
1931	0.9354899999999999	NEUTRAL
1932	0.9334120000000001	NEUTRAL
1933	0.8346100000000001	NEUTRAL
1937	4.745541	ENTAILMENT
1938	3.65666	NEUTRAL
1941	1.014183	NEUTRAL
1945	3.6245629999999998	CONTRADICTION
1947	4.154325	NEUTRAL
1950	2.290225	NEUTRAL
1951	2.146049	NEUTRAL
1953	4.898128	ENTAILMENT
1956	4.850998000000001	ENTAILMENT
1957	4.088257	NEUTRAL
1958	1.2328620000000001	NEUTRAL
1959	1.123932	NEUTRAL
1960	1.19885	NEUTRAL
1962	1.192182	NEUTRAL
1965	3.7169830000000004	CONTRADICTION
1966	2.366053	NEUTRAL
1968	3.747243	CONTRADICTION
1971	3.4866650000000003	NEUTRAL
1973	4.722919	ENTAILMENT
1976	4.761374	ENTAILMENT
1977	4.975318	ENTAILMENT
1979	3.368217	NEUTRAL
1980	4.918783	ENTAILMENT
1982	1.011577	NEUTRAL
1983	1.0164790000000001	NEUTRAL
1985	0.921283	NEUTRAL
1986	1.0072940000000001	NEUTRAL
1990	3.456369	NEUTRAL
1995	3.140939	NEUTRAL
1997	4.092386	NEUTRAL
1998	3.329081	NEUTRAL
2002	4.982965	ENTAILMENT
2003	4.8219080000000005	ENTAILMENT
2010	3.1007439999999997	NEUTRAL
2013	3.133698	NEUTRAL
2017	4.9074029999999995	ENTAILMENT
2021	2.102335	NEUTRAL
2022	1.510284	NEUTRAL
2026	2.216025	NEUTRAL
2028	4.832145	ENTAILMENT
2031	3.5734339999999998	CONTRADICTION
2032	3.791493	CONTRADICTION
2033	3.5938809999999997	NEUTRAL
2034	3.193382	NEUTRAL
2036	4.375531	NEUTRAL
2039	4.220478	NEUTRAL
2042	3.4612580000000004	NEUTRAL
2043	4.9126	ENTAILMENT
2044	3.741982	CONTRADICTION
2046	1.314388	NEUTRAL
2048	1.3297430000000001	NEUTRAL
2050	1.264589	NEUTRAL
2053	5.01238	ENTAILMENT
2054	4.157911	ENTAILMENT
2057	3.5680160000000005	CONTRADICTION
2060	4.314571	ENTAILMENT
2062	3.746143	NEUTRAL
2063	3.9037010000000003	ENTAILMENT
2065	3.7549699999999997	CONTRADICTION
2069	3.884348	NEUTRAL
2071	3.7162089999999997	NEUTRAL
2074	3.720481	NEUTRAL
2077	3.722968	CONTRADICTION
2083	3.256766	NEUTRAL
2085	3.235272	CONTRADICTION
2093	3.8101239999999996	NEUTRAL
2095	1.006032	NEUTRAL
2099	1.111885	NEUTRAL
2101	4.459887	ENTAILMENT
2106	4.3035440000000005	ENTAILMENT
2108	1.127632	NEUTRAL
2110	1.475411	NEUTRAL
2111	1.12174	NEUTRAL
2114	4.120733	NEUTRAL
2116	4.716124	ENTAILMENT
2120	4.3142059999999995	NEUTRAL
2126	4.3861099999999995	NEUTRAL
2127	4.8140529999999995	ENTAILMENT
2128	3.6498489999999997	CONTRADICTION
2129	4.938587	ENTAILMENT
2131	3.8707059999999998	NEUTRAL
2133	3.901907	NEUTRAL
2134	3.321273	NEUTRAL
2135	4.092016	NEUTRAL
2137	3.747968	CONTRADICTION
2138	3.8759580000000002	ENTAILMENT
2140	3.6905120000000005	CONTRADICTION
2142	3.6709169999999998	NEUTRAL
2143	3.305795	NEUTRAL
2147	3.115267	NEUTRAL
2149	4.909315	ENTAILMENT
2151	4.8914860000000004	ENTAILMENT
2152	4.8793169999999995	ENTAILMENT
2154	4.944331	ENTAILMENT
2155	3.4539050000000002	NEUTRAL
2156	3.062357	NEUTRAL
2158	3.761859	NEUTRAL
2159	3.048489	NEUTRAL
2160	3.444117	NEUTRAL
2161	3.585261	NEUTRAL
2168	4.5834220000000006	ENTAILMENT
2169	3.596093	NEUTRAL
2173	4.172214	NEUTRAL
2174	4.935524	ENTAILMENT
2177	3.6116040000000003	NEUTRAL
2178	4.99003	ENTAILMENT
2182	4.85787	ENTAILMENT
2185	3.717196	CONTRADICTION
2186	4.738395	ENTAILMENT
2187	3.650842	CONTRADICTION
2189	3.9739120000000003	NEUTRAL
2190	4.450311	NEUTRAL
2191	4.9356279999999995	ENTAILMENT
2193	3.875539	NEUTRAL
2194	4.917928	ENTAILMENT
2197	3.294793	NEUTRAL
2200	3.114248	NEUTRAL
2201	3.859436	NEUTRAL
2204	4.4112480000000005	ENTAILMENT
2206	4.32028	ENTAILMENT
2209	3.899655	NEUTRAL
2211	4.257428	NEUTRAL
2214	4.0217279999999995	NEUTRAL
2216	3.8961339999999995	NEUTRAL
2219	3.751042	CONTRADICTION
2220	3.987771	ENTAILMENT
2223	3.8131440000000003	NEUTRAL
2224	3.483571	NEUTRAL
2225	4.104264	ENTAILMENT
2227	3.82464	CONTRADICTION
2230	4.945429	ENTAILMENT
2237	4.991167	ENTAILMENT
2241	3.244168	NEUTRAL
2244	3.3608480000000003	NEUTRAL
2245	3.6185519999999998	NEUTRAL
2246	4.928173999999999	ENTAILMENT
2248	5.013449	ENTAILMENT
2249	3.689315	CONTRADICTION
2254	4.996983	ENTAILMENT
2255	4.444879	ENTAILMENT
2256	3.553207	NEUTRAL
2257	4.990559999999999	ENTAILMENT
2258	3.6638580000000003	CONTRADICTION
2262	2.495391	NEUTRAL
2265	3.7620440000000004	CONTRADICTION
2267	3.750365	CONTRADICTION
2268	4.061283	NEUTRAL
2269	3.3872940000000002	NEUTRAL
2270	4.1072239999999995	NEUTRAL
2271	3.429442	CONTRADICTION
2273	4.984196	ENTAILMENT
2276	4.930637	ENTAILMENT
2278	3.5569879999999996	NEUTRAL
2279	3.4657720000000003	NEUTRAL
2280	3.47629	NEUTRAL
2283	3.720611	CONTRADICTION
2285	3.715837	CONTRADICTION
2290	4.961348	ENTAILMENT
2292	3.7536940000000003	CONTRADICTION
2293	4.990136	ENTAILMENT
2294	3.930701	NEUTRAL
2295	4.829093	ENTAILMENT
2296	3.4741190000000004	NEUTRAL
2298	3.756015	CONTRADICTION
2300	4.952563	ENTAILMENT
2301	3.80522	NEUTRAL
2306	4.020549	ENTAILMENT
2312	4.874182	ENTAILMENT
2313	3.747747	CONTRADICTION
2320	3.650357	NEUTRAL
2321	3.706369	NEUTRAL
2323	4.304183	NEUTRAL
2324	4.315705	ENTAILMENT
2325	4.935532	ENTAILMENT
2326	3.618371	CONTRADICTION
2328	4.941634	ENTAILMENT
2331	4.946607	ENTAILMENT
2335	4.996258999999999	ENTAILMENT
2336	3.6005849999999997	CONTRADICTION
2337	4.873851	ENTAILMENT
2342	4.0067010000000005	NEUTRAL
2343	4.5299830000000005	ENTAILMENT
2345	4.28068	ENTAILMENT
2346	4.850063	ENTAILMENT
2347	3.807927	NEUTRAL
2349	4.934988	ENTAILMENT
2353	3.4330160000000003	NEUTRAL
2354	3.165868	NEUTRAL
2355	3.261373	NEUTRAL
2356	3.331722	NEUTRAL
2357	5.0077050000000005	ENTAILMENT
2361	3.77046	CONTRADICTION
2367	4.067801	NEUTRAL
2370	5.001994	ENTAILMENT
2371	3.659147	CONTRADICTION
2372	4.997658	ENTAILMENT
2373	3.5312940000000004	NEUTRAL
2376	4.992456	ENTAILMENT
2378	4.194344	ENTAILMENT
2379	4.989192	ENTAILMENT
2380	3.709561	CONTRADICTION
2382	3.2732349999999997	NEUTRAL
2384	3.071934	NEUTRAL
2387	4.503952	ENTAILMENT
2389	4.990023000000001	ENTAILMENT
2390	3.6998	CONTRADICTION
2393	4.769939	NEUTRAL
2394	4.352643	ENTAILMENT
2395	4.399063	NEUTRAL
2396	4.984591	ENTAILMENT
2398	3.668906	CONTRADICTION
2399	4.949882	ENTAILMENT
2403	4.370218	NEUTRAL
2406	4.861287	ENTAILMENT
2408	5.04427	ENTAILMENT
2411	1.611628	NEUTRAL
2412	1.7691689999999998	NEUTRAL
2416	3.668328	CONTRADICTION
2417	4.931119	ENTAILMENT
2418	4.8737010000000005	ENTAILMENT
2419	3.766407	CONTRADICTION
2420	4.409681	NEUTRAL
2421	3.4837809999999996	NEUTRAL
2424	4.415576000000001	ENTAILMENT
2425	4.478816	ENTAILMENT
2427	2.173925	NEUTRAL
2428	4.952094000000001	ENTAILMENT
2432	3.18401	NEUTRAL
2433	1.857445	NEUTRAL
2434	4.816957	ENTAILMENT
2435	5.004912	ENTAILMENT
2437	4.895404	ENTAILMENT
2439	3.779181	CONTRADICTION
2442	4.765554	ENTAILMENT
2443	2.023381	NEUTRAL
2444	4.267109	ENTAILMENT
2446	4.405581	ENTAILMENT
2448	4.827615	ENTAILMENT
2449	4.460531	ENTAILMENT
2451	3.916833	NEUTRAL
2452	3.811842	NEUTRAL
2453	3.4085669999999997	ENTAILMENT
2454	3.2086069999999998	NEUTRAL
2460	3.469415	NEUTRAL
2461	4.879587	ENTAILMENT
2462	3.817483	CONTRADICTION
2463	4.755713	ENTAILMENT
2464	3.670837	CONTRADICTION
2468	4.6422360000000005	ENTAILMENT
2469	3.119733	NEUTRAL
2470	4.9086099999999995	ENTAILMENT
2471	3.0833049999999997	NEUTRAL
2473	3.039695	NEUTRAL
2475	2.815692	NEUTRAL
2477	4.93736	ENTAILMENT
2478	3.296908	NEUTRAL
2479	5.046367	ENTAILMENT
2480	3.7286330000000003	CONTRADICTION
2481	2.471174	NEUTRAL
2482	2.688377	NEUTRAL
2483	2.5404310000000003	NEUTRAL
2484	2.121037	NEUTRAL
2487	2.141527	NEUTRAL
2489	2.777262	CONTRADICTION
2490	2.413653	NEUTRAL
2492	1.9873439999999998	NEUTRAL
2493	2.321422	NEUTRAL
2498	4.875191	ENTAILMENT
2501	1.030563	NEUTRAL
2502	1.901277	NEUTRAL
2503	0.990603	NEUTRAL
2504	1.570175	NEUTRAL
2507	3.7251519999999996	CONTRADICTION
2511	4.839672	ENTAILMENT
2512	3.406375	NEUTRAL
2513	4.825843	ENTAILMENT
2516	4.867801999999999	ENTAILMENT
2517	4.827486	ENTAILMENT
2519	4.91731	ENTAILMENT
2520	3.7188589999999997	CONTRADICTION
2522	3.8121440000000004	NEUTRAL
2523	3.439979	NEUTRAL
2524	3.881413	NEUTRAL
2526	3.407018	NEUTRAL
2528	4.885056	ENTAILMENT
2531	3.234715	NEUTRAL
2532	4.646756	ENTAILMENT
2533	3.085209	NEUTRAL
2534	4.613682	ENTAILMENT
2536	4.651366	ENTAILMENT
2537	4.925736	ENTAILMENT
2541	3.612048	NEUTRAL
2542	3.479505	CONTRADICTION
2546	4.778615	NEUTRAL
2547	3.7807169999999997	CONTRADICTION
2548	4.892276	ENTAILMENT
2550	4.314421	ENTAILMENT
2552	4.826738	ENTAILMENT
2556	3.9015	NEUTRAL
2558	3.964483	NEUTRAL
2559	4.291142	ENTAILMENT
2560	3.3549480000000003	NEUTRAL
2562	3.863141	NEUTRAL
2563	4.92371	ENTAILMENT
2564	4.975568	ENTAILMENT
2565	3.6845800000000004	CONTRADICTION
2567	2.685761	NEUTRAL
2568	3.333164	NEUTRAL
2570	3.211965	NEUTRAL
2571	2.975318	NEUTRAL
2573	4.999983	ENTAILMENT
2575	5.051278	ENTAILMENT
2576	3.706629	CONTRADICTION
2580	3.715761	CONTRADICTION
2581	4.958908	ENTAILMENT
2584	4.94377	ENTAILMENT
2585	3.594449	CONTRADICTION
2586	4.544034	ENTAILMENT
2587	3.5189449999999995	CONTRADICTION
2595	4.991688	ENTAILMENT
2598	4.7784379999999995	NEUTRAL
2600	4.108727	NEUTRAL
2603	3.6392330000000004	CONTRADICTION
2605	3.7257599999999997	CONTRADICTION
2607	4.964487	ENTAILMENT
2609	3.858308	NEUTRAL
2610	4.858829	ENTAILMENT
2611	3.6007059999999997	CONTRADICTION
2612	4.881355	ENTAILMENT
2613	4.885038	ENTAILMENT
2614	3.6581010000000003	CONTRADICTION
2616	3.482154	NEUTRAL
2617	4.278135	NEUTRAL
2618	3.468182	NEUTRAL
2620	3.44253	NEUTRAL
2621	4.456144	NEUTRAL
2624	4.735747	ENTAILMENT
2629	4.529565	ENTAILMENT
2631	4.777753	ENTAILMENT
2633	4.750471	ENTAILMENT
2635	4.443828	ENTAILMENT
2639	2.263907	NEUTRAL
2641	4.327536	ENTAILMENT
2642	2.503268	NEUTRAL
2644	4.951092	ENTAILMENT
2645	3.610529	CONTRADICTION
2646	5.031073	ENTAILMENT
2647	3.671304	CONTRADICTION
2648	3.5787480000000005	NEUTRAL
2649	2.895797	NEUTRAL
2652	3.121564	NEUTRAL
2653	4.89685	ENTAILMENT
2658	1.8231549999999999	NEUTRAL
2659	1.8254279999999998	NEUTRAL
2661	1.7214770000000001	NEUTRAL
2663	1.887156	NEUTRAL
2665	4.4095949999999995	NEUTRAL
2667	4.039587	NEUTRAL
2669	3.457618	NEUTRAL
2671	3.807243	NEUTRAL
2674	3.8541	NEUTRAL
2676	3.809791	NEUTRAL
2677	4.397409	ENTAILMENT
2681	4.930657	ENTAILMENT
2683	4.920548	ENTAILMENT
2685	3.646583	CONTRADICTION
2686	4.9240260000000005	ENTAILMENT
2690	3.475513	NEUTRAL
2693	4.649844	ENTAILMENT
2694	3.5430660000000005	NEUTRAL
2695	4.918961	ENTAILMENT
2697	4.7945400000000005	ENTAILMENT
2698	3.650782	CONTRADICTION
2699	4.428182	ENTAILMENT
2700	2.9184930000000002	NEUTRAL
2706	4.829637	ENTAILMENT
2717	3.2052970000000003	NEUTRAL
2719	3.1657740000000003	NEUTRAL
2723	3.7904839999999997	CONTRADICTION
2725	3.4644199999999996	NEUTRAL
2727	1.737196	NEUTRAL
2729	1.649725	NEUTRAL
2732	1.589564	NEUTRAL
2733	4.974519	ENTAILMENT
2736	3.7398629999999997	CONTRADICTION
2737	3.833732	NEUTRAL
2740	3.0281990000000003	NEUTRAL
2742	4.931173	ENTAILMENT
2743	3.64856	CONTRADICTION
2745	3.325701	NEUTRAL
2746	5.005871	ENTAILMENT
2747	3.257066	NEUTRAL
2749	3.606911	CONTRADICTION
2750	4.925554	ENTAILMENT
2753	4.6737660000000005	ENTAILMENT
2759	4.265861	NEUTRAL
2760	4.607298999999999	ENTAILMENT
2762	3.7858650000000003	ENTAILMENT
2767	2.697124	NEUTRAL
2769	4.85672	ENTAILMENT
2771	4.621341999999999	ENTAILMENT
2773	3.8282220000000002	NEUTRAL
2780	4.930592	ENTAILMENT
2781	3.317247	NEUTRAL
2782	5.028367	ENTAILMENT
2785	3.573761	CONTRADICTION
2786	4.867894000000001	ENTAILMENT
2790	3.804445	CONTRADICTION
2793	4.647033	ENTAILMENT
2794	3.6216690000000002	CONTRADICTION
2796	3.5472690000000004	CONTRADICTION
2798	4.9130720000000005	ENTAILMENT
2801	3.656186	CONTRADICTION
2804	2.055412	NEUTRAL
2805	1.614801	NEUTRAL
2806	2.170032	NEUTRAL
2808	3.8951239999999996	ENTAILMENT
2810	4.393785	NEUTRAL
2814	3.9397	NEUTRAL
2816	4.929819999999999	ENTAILMENT
2819	4.903538	ENTAILMENT
2820	3.690754	NEUTRAL
2823	2.789745	NEUTRAL
2824	2.574318	NEUTRAL
2825	2.268599	NEUTRAL
2826	2.791655	NEUTRAL
2830	3.772175	CONTRADICTION
2831	4.341712	ENTAILMENT
2832	3.5608480000000005	NEUTRAL
2833	4.291308	NEUTRAL
2834	3.635356	CONTRADICTION
2835	4.326516000000001	NEUTRAL
2836	4.602094	ENTAILMENT
2840	4.592321	ENTAILMENT
2841	1.9839830000000003	NEUTRAL
2843	3.3990620000000002	CONTRADICTION
2846	3.6803790000000003	CONTRADICTION
2847	4.889944	ENTAILMENT
2848	3.6550010000000004	CONTRADICTION
2849	4.293595	ENTAILMENT
2852	3.536397	CONTRADICTION
2855	3.763992	CONTRADICTION
2858	3.9264099999999997	NEUTRAL
2859	3.37589	NEUTRAL
2866	4.126956	ENTAILMENT
2869	4.944748000000001	ENTAILMENT
2871	4.854424	ENTAILMENT
2872	4.919868	ENTAILMENT
2873	3.783099	CONTRADICTION
2876	4.9567309999999996	ENTAILMENT
2877	3.684947	CONTRADICTION
2878	4.923625	ENTAILMENT
2880	4.924866000000001	ENTAILMENT
2882	3.529518	NEUTRAL
2884	3.704961	CONTRADICTION
2885	5.040383	ENTAILMENT
2887	4.959756	ENTAILMENT
2888	3.930972	NEUTRAL
2889	4.990304	ENTAILMENT
2892	5.039935	ENTAILMENT
2893	3.613111	CONTRADICTION
2895	3.4395019999999996	NEUTRAL
2897	3.5303769999999997	NEUTRAL
2901	5.014882	ENTAILMENT
2902	3.481775	NEUTRAL
2904	3.249888	NEUTRAL
2906	3.362422	NEUTRAL
2912	3.947975	NEUTRAL
2914	3.9563669999999997	NEUTRAL
2921	3.373842	NEUTRAL
2922	3.1189240000000003	NEUTRAL
2923	3.4077610000000003	NEUTRAL
2925	3.193578	NEUTRAL
2928	4.809112	ENTAILMENT
2929	3.6220839999999996	CONTRADICTION
2931	2.679057	NEUTRAL
2934	3.13064	NEUTRAL
2940	4.4061	NEUTRAL
2942	4.203236	NEUTRAL
2944	3.6180510000000004	NEUTRAL
2946	4.857232	ENTAILMENT
2947	3.7892650000000003	CONTRADICTION
2948	4.9952	ENTAILMENT
2949	3.808049	CONTRADICTION
2950	4.094271	NEUTRAL
2953	3.4908069999999998	NEUTRAL
2954	4.07981	NEUTRAL
2962	3.6449199999999995	CONTRADICTION
2963	4.792582	ENTAILMENT
2973	4.575697	ENTAILMENT
2975	4.828103	ENTAILMENT
2978	4.744019000000001	ENTAILMENT
2979	3.684571	CONTRADICTION
2982	3.4425519999999996	NEUTRAL
2985	3.461176	NEUTRAL
2986	4.653525	ENTAILMENT
2987	3.6947089999999996	CONTRADICTION
2990	3.908204	ENTAILMENT
2991	2.191189	NEUTRAL
2993	3.32511	CONTRADICTION
2999	3.8050839999999995	NEUTRAL
3000	3.4394449999999996	NEUTRAL
3001	4.051691	NEUTRAL
3003	3.835112	NEUTRAL
3004	4.868234999999999	ENTAILMENT
3006	4.910356	ENTAILMENT
3008	4.011151	NEUTRAL
3009	3.96046	NEUTRAL
3011	4.099981	NEUTRAL
3012	3.9654910000000005	NEUTRAL
3013	3.405096	NEUTRAL
3017	4.758177	ENTAILMENT
3020	2.455196	NEUTRAL
3021	3.7187080000000003	NEUTRAL
3023	3.778396	NEUTRAL
3025	4.499244	ENTAILMENT
3026	4.785558	ENTAILMENT
3028	4.168696	NEUTRAL
3029	3.619642	CONTRADICTION
3030	4.064153	NEUTRAL
3032	4.103798	NEUTRAL
3034	3.70594	CONTRADICTION
3035	4.965236	ENTAILMENT
3037	4.933947	ENTAILMENT
3040	3.694006	CONTRADICTION
3044	4.82924	ENTAILMENT
3045	3.7868440000000003	NEUTRAL
3048	3.590465	NEUTRAL
3051	4.959368	ENTAILMENT
3052	3.840526	CONTRADICTION
3053	4.9937879999999994	ENTAILMENT
3055	4.498489	ENTAILMENT
3056	3.5264290000000003	NEUTRAL
3057	4.425578	ENTAILMENT
3058	3.626926	CONTRADICTION
3060	4.849405	ENTAILMENT
3063	4.898838	ENTAILMENT
3064	3.743682	CONTRADICTION
3066	3.6396059999999997	CONTRADICTION
3067	4.460679	ENTAILMENT
3070	4.483303	ENTAILMENT
3074	4.418204	ENTAILMENT
3075	4.964169	ENTAILMENT
3076	3.6831139999999998	NEUTRAL
3077	4.8219449999999995	ENTAILMENT
3078	3.478706	CONTRADICTION
3080	4.9644699999999995	ENTAILMENT
3082	4.850982	ENTAILMENT
3083	3.699062	CONTRADICTION
3084	3.276277	NEUTRAL
3086	4.213045	NEUTRAL
3087	2.019831	NEUTRAL
3088	3.6075550000000005	NEUTRAL
3089	4.799767	ENTAILMENT
3090	3.62108	CONTRADICTION
3093	3.758757	NEUTRAL
3095	3.462739	NEUTRAL
3096	3.2561139999999997	NEUTRAL
3099	3.776336	CONTRADICTION
3101	4.900551	ENTAILMENT
3103	4.615693	NEUTRAL
3104	2.371027	NEUTRAL
3106	3.5791760000000004	CONTRADICTION
3108	4.597016	NEUTRAL
3109	4.977797	ENTAILMENT
3112	3.682889	NEUTRAL
3113	4.8158	ENTAILMENT
3115	4.863245	ENTAILMENT
3116	3.57755	CONTRADICTION
3117	4.863	ENTAILMENT
3118	4.98455	ENTAILMENT
3119	3.791062	CONTRADICTION
3120	4.989516	ENTAILMENT
3124	4.44227	ENTAILMENT
3125	3.6490050000000003	CONTRADICTION
3127	4.932714	ENTAILMENT
3128	3.401222	NEUTRAL
3131	2.677943	NEUTRAL
3133	2.424146	NEUTRAL
3135	2.55178	NEUTRAL
3136	4.758749	ENTAILMENT
3137	3.817189	CONTRADICTION
3138	4.910913	ENTAILMENT
3139	4.960793	ENTAILMENT
3141	3.34626	NEUTRAL
3142	3.1577759999999997	NEUTRAL
3144	3.1825759999999996	NEUTRAL
3145	3.407663	NEUTRAL
3146	3.4808449999999995	NEUTRAL
3147	4.886586	ENTAILMENT
3148	3.672995	NEUTRAL
3149	4.866469	ENTAILMENT
3151	3.908348	NEUTRAL
3152	3.456238	NEUTRAL
3154	3.4679	NEUTRAL
3155	3.95431	NEUTRAL
3159	3.689543	CONTRADICTION
3160	3.955207	NEUTRAL
3163	4.679930000000001	ENTAILMENT
3167	4.387226	ENTAILMENT
3168	3.199576	NEUTRAL
3169	4.977937	ENTAILMENT
3171	4.957951	ENTAILMENT
3172	3.708735	CONTRADICTION
3173	4.299476	ENTAILMENT
3175	4.993062999999999	ENTAILMENT
3176	4.986997	ENTAILMENT
3177	2.943897	NEUTRAL
3178	4.935785	ENTAILMENT
3179	3.7041910000000002	CONTRADICTION
3180	4.755591000000001	ENTAILMENT
3183	3.330606	NEUTRAL
3184	4.941966000000001	ENTAILMENT
3185	4.982335	ENTAILMENT
3189	2.192843	NEUTRAL
3190	1.9576069999999999	NEUTRAL
3191	3.0811450000000002	NEUTRAL
3193	3.09984	NEUTRAL
3194	4.968439	ENTAILMENT
3195	3.7779760000000002	CONTRADICTION
3196	4.963908999999999	ENTAILMENT
3197	3.7234769999999995	CONTRADICTION
3198	4.791065000000001	ENTAILMENT
3199	3.6819870000000003	CONTRADICTION
3204	3.7996410000000003	NEUTRAL
3205	4.935017	ENTAILMENT
3206	3.7480809999999996	CONTRADICTION
3207	4.505342	NEUTRAL
